 Elv Value, rmse ,  mape ,jaccard_score
2340.0,5.274556449574323,0.15274890465661883,0.9010015408320493
2380.0,4.311076274766034,0.11948529863730073,0.952112676056338
2420.0,3.2249198962768584,0.08464505663141608,0.9763019309537742
2460.0,3.5021001781729466,0.08393112220801413,0.9794871794871794
2500.0,3.9086037830297973,0.09985323995351791,0.9813874788494078
2620.0,3.288947966477471,0.07628485327586532,0.9874496346706252
2660.0,2.3108522885637988,0.05167372873984277,0.9928149281492815
2700.0,2.7004783771724914,0.06545057403855026,0.9920740874376089
2780.0,2.2859752263406343,0.05002659745514393,0.9939989795835729
2820.0,2.222820255818935,0.04659660626202822,0.9948947640700302
2860.0,2.322193654760244,0.04679860430769622,0.9950712637279802
2900.0,3.2130007461181305,0.059614330530166626,0.9879845817681864
2940.0,2.4398194061735823,0.048035039799287915,0.9970556679616502
2980.0,2.0667866174691714,0.04323263419792056,0.9973448708823506
3020.0,2.02259956595749,0.03996482992079109,0.996899011431784
3060.0,2.1513781588391945,0.042212638072669506,0.9962082500667218
3100.0,2.3024052068392984,0.04868498654104769,0.995169046711433
3140.0,2.380318859603177,0.04648413450922817,0.9932099446107912
3180.0,2.551995962295208,0.050223281141370535,0.9928300527363881
3220.0,2.5567800368729228,0.05701537593267858,0.990198602427363
3260.0,2.6011839811791226,0.054481899132952094,0.9877435230318323
3300.0,2.8376918442189214,0.054117810213938355,0.9828376494444679
3380.0,6.258782586618002,0.11067847954109311,0.9000892060660125
3420.0,3.8061206162985677,0.07376554422080517,0.9443786244310033
3460.0,3.8332719106867135,0.07073211017996073,0.9458755823513292
3500.0,4.605935264818242,0.08969373302534223,0.9149018097805159
